time,total_cab_power
0.0,18417.277
60.0,18087.927
120.0,21026.653
180.0,17841.851
240.0,20237.104
300.0,18783.282
360.0,21546.626
420.0,18281.247
480.0,19981.0
540.0,20244.559
600.0,17476.895
660.0,19119.823
720.0,18191.799
780.0,19000.488
840.0,20117.44
900.0,20019.405
960.0,19672.434
1020.0,22239.046
1080.0,17483.975
1140.0,20275.558
1200.0,17372.905
1260.0,18116.781
1320.0,19142.925
1380.0,17548.432
1440.0,19561.188
1500.0,21055.031
1560.0,18771.67
1620.0,19973.191
1680.0,21368.199
1740.0,20248.138
1800.0,18760.805
1860.0,17650.102
1920.0,21620.815
1980.0,18424.555
2040.0,17734.936
2100.0,19325.819
2160.0,18281.678
2220.0,17173.246
2280.0,17942.618
2340.0,19479.753
2400.0,18263.665
2460.0,18358.45
2520.0,19241.643
2580.0,19096.901
2640.0,18876.405
2700.0,19698.218
2760.0,21617.045
2820.0,18213.696
2880.0,19472.128
2940.0,20364.482
3000.0,21873.131
3060.0,19333.718
3120.0,18835.7
3180.0,21335.714
3240.0,17489.706
3300.0,19131.882
3360.0,21206.871
3420.0,18503.104
3480.0,18219.896
3540.0,22114.578
3600.0,21935.841
3660.0,18648.934
3720.0,17877.641
3780.0,20289.563
3840.0,17898.72
3900.0,19603.235
3960.0,20569.569
4020.0,19682.009
4080.0,20890.183
4140.0,21250.218
4200.0,21682.36
4260.0,19302.779
4320.0,19987.427
4380.0,22067.546
4440.0,17697.878
4500.0,18132.883
4560.0,22135.019
4620.0,17590.78
4680.0,18973.798
4740.0,19370.383
4800.0,18789.44
4860.0,18005.217
4920.0,21598.414
4980.0,21500.16
5040.0,20723.523
5100.0,20630.383
5160.0,20052.078
5220.0,20844.515
5280.0,18450.62
5340.0,20284.522
5400.0,18153.941
5460.0,21812.549
5520.0,17639.95
5580.0,18948.498
5640.0,19965.2
5700.0,20169.43
5760.0,21362.639
5820.0,21091.75
5880.0,19702.196
5940.0,18497.16
6000.0,20777.583
6060.0,18115.66
6120.0,22117.512
6180.0,21101.269
6240.0,19419.129
6300.0,17582.409
6360.0,17385.875
6420.0,18671.765
6480.0,19624.841
6540.0,22009.527
6600.0,20447.246
6660.0,19216.613
6720.0,20551.823
6780.0,21692.597
6840.0,22180.087
6900.0,19484.753
6960.0,22141.854
7020.0,22171.54
7080.0,17553.189
7140.0,18757.199
7200.0,19329.355
7260.0,21891.748
7320.0,19101.325
7380.0,19435.945
7440.0,19599.559
7500.0,17281.038
7560.0,18345.375
7620.0,20796.037
7680.0,19754.284
7740.0,21852.65
7800.0,20922.092
7860.0,19655.75
7920.0,20562.864
7980.0,17661.683
8040.0,18046.54
8100.0,18756.614
8160.0,17841.177
8220.0,18232.48
8280.0,19524.465
8340.0,19175.356
8400.0,19631.867
8460.0,20302.121
8520.0,20885.542
8580.0,18723.477
8640.0,18157.925
8700.0,20069.261
8760.0,19371.716
8820.0,19070.118
8880.0,19392.691
8940.0,18528.144
9000.0,20481.256
9060.0,17617.684
9120.0,18506.439
9180.0,21600.914
9240.0,18550.342
9300.0,20681.504
9360.0,19496.435
9420.0,18580.969
9480.0,21546.092
9540.0,17279.279
9600.0,18404.597
9660.0,18234.884
9720.0,21445.594
9780.0,17431.524
9840.0,21627.15
9900.0,18480.944
9960.0,17802.77
10020.0,20973.169
10080.0,19255.398
10140.0,21598.745
10200.0,20815.638
10260.0,17611.131
10320.0,19472.764
10380.0,21443.719
10440.0,18907.899
10500.0,18500.088
10560.0,17941.669
10620.0,19885.928
10680.0,17847.565
10740.0,20004.804
10800.0,22148.691
10860.0,20728.888
10920.0,17468.849
10980.0,20251.492
11040.0,17186.095
11100.0,19176.411
11160.0,19781.191
11220.0,18290.669
11280.0,19345.888
11340.0,22107.057
11400.0,19694.808
11460.0,17366.302
11520.0,21142.759
11580.0,20337.289
11640.0,19624.367
11700.0,18551.032
11760.0,20158.729
11820.0,18324.143
11880.0,22003.843
11940.0,21946.874
12000.0,19694.073
12060.0,20354.966
12120.0,18699.609
12180.0,19492.718
12240.0,18442.494
12300.0,21175.009
12360.0,20243.423
12420.0,20749.974
12480.0,20500.794
12540.0,19004.274
12600.0,18088.351
12660.0,18267.57
12720.0,20172.952
12780.0,19979.364
12840.0,18097.707
12900.0,20316.395
12960.0,18152.025
13020.0,20009.053
13080.0,20149.465
13140.0,17935.629
13200.0,17815.551
13260.0,20837.593
13320.0,17982.203
13380.0,19446.898
13440.0,21343.417
13500.0,21677.515
13560.0,21276.409
13620.0,18110.755
13680.0,20398.664
13740.0,21242.955
13800.0,18232.716
13860.0,17288.951
13920.0,21615.467
13980.0,21861.544
