time,total_cab_power
0.0,378.371
60.0,0
120.0,0
180.0,2151.403
240.0,2353.767
300.0,0
360.0,1542.308
420.0,0
480.0,0
540.0,484.152
600.0,0
660.0,0
720.0,0
780.0,0
840.0,0
900.0,1406.707
960.0,1694.132
1020.0,0
1080.0,0
1140.0,2846.183
1200.0,0
1260.0,1151.607
1320.0,0
1380.0,0
1440.0,0
1500.0,0
1560.0,1328.567
1620.0,273.897
1680.0,0
1740.0,0
1800.0,1834.874
1860.0,0
1920.0,0
1980.0,2784.481
2040.0,0
2100.0,0
2160.0,0
2220.0,775.933
2280.0,2557.648
2340.0,2376.499
2400.0,0
2460.0,0
2520.0,0
2580.0,0
2640.0,229.639
2700.0,0
2760.0,0
2820.0,0
2880.0,1853.347
2940.0,2776.626
3000.0,2336.017
3060.0,2026.135
3120.0,0
3180.0,0
3240.0,2634.522
3300.0,2818.906
3360.0,0
3420.0,0
3480.0,2758.552
3540.0,115.469
3600.0,2306.215
3660.0,2578.163
3720.0,0
3780.0,0
3840.0,1757.002
3900.0,0
3960.0,2868.139
4020.0,0
4080.0,1798.874
4140.0,0
4200.0,0
4260.0,0
4320.0,0
4380.0,1021.01
4440.0,330.376
4500.0,0
4560.0,0
4620.0,0
4680.0,1553.876
4740.0,0
4800.0,0
4860.0,0
4920.0,0
4980.0,0
5040.0,3052.308
5100.0,0
5160.0,0
5220.0,0
5280.0,0
5340.0,521.203
5400.0,2401.544
5460.0,0
5520.0,0
5580.0,82.263
5640.0,0
5700.0,0
5760.0,2466.603
5820.0,0
5880.0,0
5940.0,0
6000.0,2811.58
6060.0,1053.703
6120.0,0
6180.0,889.645
6240.0,2912.948
6300.0,0
6360.0,0
6420.0,1728.184
6480.0,0
6540.0,0
6600.0,2738.369
6660.0,0
6720.0,0
6780.0,2635.79
6840.0,1867.384
6900.0,0
6960.0,539.239
7020.0,0
7080.0,0
7140.0,0
7200.0,0
7260.0,0
7320.0,0
7380.0,348.421
7440.0,0
7500.0,0
7560.0,0
7620.0,2868.966
7680.0,0
7740.0,1025.041
7800.0,0
7860.0,0
7920.0,1544.033
7980.0,0
8040.0,0
8100.0,1704.174
8160.0,0
8220.0,561.013
8280.0,0
8340.0,1299.657
8400.0,2803.512
8460.0,1148.329
8520.0,0
8580.0,0
8640.0,505.375
8700.0,0
8760.0,22.721
8820.0,409.831
8880.0,2876.058
8940.0,1684.907
9000.0,1702.221
9060.0,0
9120.0,0
9180.0,0
9240.0,0
9300.0,0
9360.0,0
9420.0,0
9480.0,3127.028
9540.0,963.595
9600.0,0
9660.0,2621.818
9720.0,1820.81
9780.0,0
9840.0,0
9900.0,0
9960.0,0
10020.0,0
10080.0,1907.508
10140.0,0
10200.0,0
10260.0,147.664
10320.0,0
10380.0,1294.655
10440.0,0
10500.0,0
10560.0,0
10620.0,0
10680.0,0
10740.0,858.815
10800.0,0
10860.0,0
10920.0,0
10980.0,2175.398
11040.0,685.707
11100.0,0
11160.0,0
11220.0,204.254
11280.0,0
11340.0,0
11400.0,0
11460.0,0
