time,total_cab_power
0.0,17407.434
60.0,14526.573
120.0,17151.504
180.0,12801.242
240.0,11984.609
300.0,16723.478
360.0,15820.6
420.0,10860.13
480.0,15922.771
540.0,18024.461
600.0,10990.327
660.0,12151.285
720.0,15670.632
780.0,14544.931
840.0,16619.429
900.0,11575.711
960.0,17566.892
1020.0,13285.44
1080.0,11607.929
1140.0,12284.36
1200.0,15034.06
1260.0,10977.351
1320.0,12272.676
1380.0,13683.609
1440.0,17831.46
1500.0,12764.526
1560.0,15835.136
1620.0,11218.145
1680.0,10465.843
1740.0,13459.49
1800.0,10959.554
1860.0,12184.326
1920.0,17054.205
1980.0,14811.435
2040.0,17167.906
2100.0,15525.038
2160.0,12951.404
2220.0,12551.484
2280.0,15872.988
2340.0,18099.156
2400.0,11924.642
2460.0,17906.772
2520.0,14267.577
2580.0,13899.289
2640.0,15612.672
2700.0,10948.866
2760.0,11486.678
2820.0,11553.293
2880.0,10466.631
2940.0,12245.559
3000.0,11736.279
3060.0,12514.839
3120.0,16538.035
3180.0,15017.061
3240.0,14259.436
3300.0,17072.174
3360.0,12778.197
3420.0,16093.789
3480.0,16247.901
3540.0,14003.536
3600.0,10357.62
3660.0,15873.146
3720.0,16891.202
3780.0,17866.662
3840.0,16633.967
3900.0,14675.926
3960.0,14703.21
4020.0,11296.478
4080.0,15702.819
4140.0,10222.891
4200.0,13605.484
4260.0,11063.44
4320.0,14909.77
4380.0,13911.944
4440.0,10651.388
4500.0,11016.41
4560.0,17625.978
4620.0,10994.18
4680.0,11802.37
4740.0,15247.674
4800.0,10424.796
4860.0,15616.065
4920.0,17196.43
4980.0,12608.106
5040.0,15963.707
5100.0,13975.838
5160.0,16835.826
5220.0,10241.769
5280.0,15502.127
5340.0,10349.903
5400.0,15432.898
5460.0,12786.153
5520.0,10567.041
5580.0,14430.158
5640.0,14693.306
5700.0,15780.881
5760.0,17521.57
5820.0,10589.268
5880.0,10997.155
5940.0,16741.833
6000.0,15040.545
6060.0,17345.291
6120.0,10969.15
6180.0,11541.803
6240.0,13931.497
6300.0,14634.13
6360.0,10398.224
6420.0,13094.588
6480.0,11330.19
6540.0,15069.621
6600.0,11359.4
6660.0,10765.33
6720.0,14477.311
6780.0,15652.588
6840.0,14414.432
6900.0,11051.992
6960.0,15131.705
7020.0,12337.424
7080.0,15288.598
7140.0,10230.466
7200.0,17497.732
7260.0,17545.499
7320.0,12334.679
7380.0,16216.458
7440.0,15029.761
7500.0,16819.698
7560.0,15042.174
7620.0,12118.571
7680.0,12813.507
7740.0,15644.11
7800.0,11179.426
7860.0,13606.947
7920.0,16944.559
7980.0,10645.736
8040.0,16340.019
8100.0,12935.302
8160.0,12838.453
8220.0,17204.195
8280.0,11581.751
8340.0,15598.633
8400.0,12971.243
8460.0,10842.521
8520.0,11406.543
8580.0,11933.028
8640.0,11134.583
8700.0,17505.889
8760.0,18084.631
8820.0,12068.811
8880.0,16265.794
8940.0,17722.763
9000.0,11194.122
9060.0,14649.325
9120.0,16095.88
9180.0,16554.748
9240.0,13106.728
9300.0,13329.927
9360.0,15969.11
9420.0,12433.659
9480.0,13120.403
9540.0,11958.853
9600.0,14782.223
9660.0,12576.917
9720.0,11550.486
9780.0,14652.495
9840.0,13364.152
9900.0,11673.954
9960.0,10167.562
10020.0,10149.171
10080.0,11420.161
10140.0,10246.231
10200.0,17155.424
10260.0,14631.734
10320.0,14593.958
10380.0,10196.101
10440.0,12646.206
10500.0,11158.98
10560.0,14462.513
10620.0,15167.472
10680.0,16353.016
10740.0,16497.125
10800.0,16926.444
10860.0,13689.193
10920.0,13424.378
10980.0,17188.152
11040.0,11554.466
11100.0,13369.731
11160.0,14159.677
11220.0,16403.465
11280.0,14055.094
11340.0,12772.886
11400.0,15295.991
11460.0,11488.102
11520.0,14928.63
11580.0,15553.813
11640.0,10076.581
11700.0,13091.608
11760.0,15170.939
11820.0,12695.208
11880.0,15986.673
11940.0,13842.792
12000.0,12862.931
12060.0,17132.333
12120.0,17588.141
12180.0,12757.41
12240.0,13601.328
12300.0,17838.16
12360.0,16116.567
12420.0,10182.756
12480.0,11871.757
12540.0,15519.93
12600.0,17425.836
12660.0,17393.047
12720.0,11616.569
12780.0,15036.815
12840.0,16386.755
12900.0,14743.089
12960.0,16389.098
13020.0,13356.615
13080.0,13119.143
13140.0,17357.843
13200.0,10848.655
13260.0,14426.464
13320.0,16098.651
13380.0,10468.459
13440.0,11881.255
13500.0,13142.649
13560.0,16198.639
13620.0,13740.437
13680.0,16087.26
13740.0,16631.385
13800.0,10804.089
13860.0,11830.376
13920.0,17158.591
13980.0,16359.768
14040.0,12590.574
14100.0,16812.648
14160.0,15472.982
14220.0,14856.597
14280.0,14828.396
14340.0,16083.194
14400.0,11963.323
14460.0,15407.721
