time,total_cab_power
0.0,9352.064
60.0,9930.386
120.0,7813.248
180.0,7790.593
240.0,7971.413
300.0,9598.419
360.0,10451.689
420.0,5410.441
480.0,3739.266
540.0,8734.41
600.0,7149.312
660.0,7959.015
720.0,3972.308
780.0,7922.506
840.0,9209.999
900.0,4921.018
960.0,7685.697
1020.0,7149.212
1080.0,4559.508
1140.0,5320.5
1200.0,5830.401
1260.0,7773.332
1320.0,3592.405
1380.0,4213.237
1440.0,9029.866
1500.0,6750.645
1560.0,4092.817
1620.0,8506.654
1680.0,9161.501
1740.0,10703.855
1800.0,9078.146
1860.0,8731.293
1920.0,9163.787
1980.0,6758.587
2040.0,5300.153
2100.0,8456.113
2160.0,10484.811
2220.0,3388.093
2280.0,6880.118
2340.0,8663.83
2400.0,8741.035
2460.0,4066.349
2520.0,8953.176
2580.0,7666.727
2640.0,3398.371
2700.0,9993.71
2760.0,4865.153
2820.0,4651.601
2880.0,7926.725
2940.0,5955.335
3000.0,9469.073
3060.0,5512.499
3120.0,8592.019
3180.0,3599.457
3240.0,9849.319
3300.0,9735.735
3360.0,7166.806
3420.0,9518.471
3480.0,9573.465
3540.0,6555.163
3600.0,4442.158
3660.0,6810.809
3720.0,4014.879
3780.0,8000.229
3840.0,7565.674
3900.0,7952.005
3960.0,6470.08
4020.0,5637.942
4080.0,7327.663
4140.0,3722.24
4200.0,10041.787
4260.0,7514.821
4320.0,5391.079
4380.0,7704.578
4440.0,4865.189
4500.0,9293.085
4560.0,5877.889
4620.0,7864.627
4680.0,9657.674
4740.0,8538.975
4800.0,7988.414
4860.0,10436.064
4920.0,4261.333
4980.0,8540.546
5040.0,4343.656
5100.0,9918.159
5160.0,7033.89
5220.0,6022.095
5280.0,7130.936
5340.0,9954.97
5400.0,9662.188
5460.0,8528.362
5520.0,5980.526
5580.0,5602.697
5640.0,6426.368
5700.0,7329.351
5760.0,3879.319
5820.0,10275.985
5880.0,7650.18
5940.0,9984.194
6000.0,3929.711
6060.0,7525.452
6120.0,6131.557
6180.0,6864.272
6240.0,3594.106
6300.0,6760.631
6360.0,5992.628
6420.0,7441.768
6480.0,10435.176
6540.0,9022.079
6600.0,5061.979
6660.0,9285.39
6720.0,4061.183
6780.0,10458.66
6840.0,7249.897
6900.0,9952.106
6960.0,7535.601
7020.0,8722.038
7080.0,3982.079
7140.0,10560.12
7200.0,9474.093
7260.0,3454.355
7320.0,5236.743
7380.0,9939.572
7440.0,7531.519
7500.0,4457.727
7560.0,7964.255
7620.0,4603.394
7680.0,3444.276
7740.0,6132.486
7800.0,10655.517
7860.0,10549.771
7920.0,8482.217
7980.0,6008.267
8040.0,9137.034
8100.0,9897.688
8160.0,5212.411
8220.0,6382.1
8280.0,4176.725
8340.0,5689.606
8400.0,8632.113
8460.0,7070.031
