time,total_cab_power
0.0,0
60.0,0
120.0,1509.865
180.0,0
240.0,0
300.0,1278.336
360.0,0
420.0,311.927
480.0,612.703
540.0,0
600.0,0
660.0,1801.054
720.0,0
780.0,0
840.0,0
900.0,0
960.0,0
1020.0,0
1080.0,0
1140.0,0
1200.0,0
1260.0,1610.974
1320.0,1341.154
1380.0,0
1440.0,0
1500.0,0
1560.0,527.025
1620.0,1169.121
1680.0,0
1740.0,0
1800.0,1723.927
1860.0,0
1920.0,0
1980.0,0
2040.0,0
2100.0,1262.952
2160.0,0
2220.0,0
2280.0,0
2340.0,0
2400.0,0
2460.0,0
2520.0,0
2580.0,907.92
2640.0,0
2700.0,0
2760.0,0
2820.0,0
2880.0,0
2940.0,0
3000.0,1970.728
3060.0,1541.656
3120.0,0
3180.0,1775.605
3240.0,0
3300.0,0
3360.0,1758.025
3420.0,332.462
3480.0,375.072
3540.0,0
3600.0,0
3660.0,0
3720.0,0
3780.0,1347.186
3840.0,283.712
3900.0,0
3960.0,1320.82
4020.0,0
4080.0,0
4140.0,0
4200.0,0
4260.0,1586.816
4320.0,0
4380.0,0
4440.0,0
4500.0,0
4560.0,1864.944
4620.0,0
4680.0,455.932
4740.0,0
4800.0,0
4860.0,0
4920.0,1731.929
4980.0,0
5040.0,0
5100.0,0
5160.0,0
5220.0,0
5280.0,0
5340.0,0
5400.0,0
5460.0,0
5520.0,5.269
5580.0,0
5640.0,0
5700.0,0
5760.0,0
5820.0,0
5880.0,0
5940.0,653.496
6000.0,0
6060.0,0
6120.0,1997.0
6180.0,0
6240.0,1499.672
6300.0,1669.7
6360.0,0
6420.0,0
6480.0,0
6540.0,0
6600.0,0
6660.0,689.465
6720.0,1510.469
6780.0,0
6840.0,968.333
6900.0,873.263
6960.0,0
7020.0,1607.515
7080.0,1018.963
7140.0,0
7200.0,0
7260.0,0
7320.0,761.838
7380.0,1021.208
7440.0,1491.698
7500.0,1032.971
7560.0,0
7620.0,0
7680.0,0
7740.0,0
7800.0,0
7860.0,0
7920.0,0
7980.0,0
8040.0,0
8100.0,0
8160.0,0
8220.0,615.525
8280.0,0
8340.0,0
8400.0,0
8460.0,0
8520.0,245.574
8580.0,1837.778
8640.0,0
8700.0,0
8760.0,15.139
8820.0,0
8880.0,0
8940.0,0
9000.0,0
9060.0,0
9120.0,456.451
9180.0,0
9240.0,1348.274
9300.0,0
9360.0,0
9420.0,0
9480.0,0
9540.0,0
9600.0,0
9660.0,0
9720.0,0
9780.0,0
9840.0,0
9900.0,0
9960.0,55.307
10020.0,0
10080.0,0
10140.0,1297.668
10200.0,0
10260.0,1386.772
10320.0,0
10380.0,0
10440.0,0
10500.0,0
10560.0,0
10620.0,0
10680.0,0
10740.0,0
10800.0,1400.347
10860.0,1025.9
10920.0,1643.749
10980.0,0
11040.0,0
11100.0,0
11160.0,655.503
11220.0,0
11280.0,0
11340.0,1444.708
11400.0,0
11460.0,0
11520.0,1775.435
11580.0,0
11640.0,0
11700.0,0
11760.0,0
11820.0,1788.671
11880.0,21.927
11940.0,0
12000.0,0
12060.0,1547.375
12120.0,0
12180.0,2013.649
12240.0,0
12300.0,0
12360.0,496.958
12420.0,0
12480.0,1379.493
12540.0,0
12600.0,823.756
12660.0,0
12720.0,0
12780.0,95.396
12840.0,0
12900.0,0
12960.0,0
13020.0,0
13080.0,493.994
13140.0,1870.885
13200.0,0
13260.0,0
13320.0,0
13380.0,0
13440.0,0
13500.0,1353.54
13560.0,0
13620.0,0
13680.0,0
13740.0,1552.262
13800.0,0
13860.0,985.575
13920.0,0
13980.0,932.909
14040.0,0
14100.0,0
14160.0,0
14220.0,1784.21
14280.0,1835.237
14340.0,1777.491
14400.0,0
14460.0,0
14520.0,0
14580.0,0
14640.0,1821.047
14700.0,0
14760.0,0
14820.0,0
14880.0,690.253
14940.0,211.767
15000.0,0
15060.0,0
15120.0,0
15180.0,1145.301
15240.0,0
15300.0,0
15360.0,0
15420.0,0
15480.0,0
15540.0,0
15600.0,0
15660.0,0
15720.0,1363.3
15780.0,794.32
15840.0,2074.489
15900.0,0
15960.0,397.862
16020.0,1685.775
16080.0,0
16140.0,1330.78
16200.0,0
16260.0,979.719
16320.0,0
16380.0,0
16440.0,1246.496
16500.0,0
16560.0,1491.861
16620.0,563.154
16680.0,1289.02
16740.0,2007.547
16800.0,1623.336
16860.0,1973.046
16920.0,0
16980.0,0
17040.0,0
17100.0,0
17160.0,732.029
17220.0,0
17280.0,0
17340.0,0
17400.0,903.582
17460.0,0
17520.0,0
17580.0,389.35
17640.0,1828.799
17700.0,1937.61
17760.0,897.609
17820.0,0
17880.0,0
17940.0,362.129
18000.0,0
18060.0,0
18120.0,0
18180.0,1681.555
18240.0,0
18300.0,0
18360.0,0
18420.0,0
18480.0,0
18540.0,0
18600.0,0
18660.0,0
18720.0,0
18780.0,0
18840.0,0
18900.0,1146.346
18960.0,0
19020.0,616.055
19080.0,0
19140.0,461.483
19200.0,1425.949
19260.0,0
19320.0,504.747
19380.0,0
19440.0,1145.141
19500.0,442.97
19560.0,1394.986
19620.0,0
19680.0,0
19740.0,0
19800.0,0
19860.0,1408.826
19920.0,0
19980.0,0
20040.0,0
20100.0,1104.269
20160.0,1225.162
20220.0,0
20280.0,0
20340.0,0
20400.0,0
20460.0,0
20520.0,0
20580.0,1148.565
20640.0,1284.377
20700.0,1226.249
20760.0,0
20820.0,0
20880.0,0
20940.0,0
21000.0,736.693
21060.0,913.157
21120.0,0
21180.0,0
21240.0,0
21300.0,802.307
21360.0,365.764
21420.0,547.84
21480.0,0
21540.0,0
21600.0,0
21660.0,0
21720.0,0
21780.0,0
21840.0,0
21900.0,0
21960.0,729.718
22020.0,0
22080.0,0
22140.0,789.854
22200.0,1639.115
22260.0,0
22320.0,0
22380.0,0
22440.0,2071.431
22500.0,0
22560.0,1207.476
22620.0,222.501
22680.0,0
22740.0,829.178
22800.0,0
22860.0,1239.583
22920.0,336.883
22980.0,0
23040.0,0
23100.0,0
23160.0,0
23220.0,0
23280.0,1895.675
23340.0,1730.324
23400.0,0
23460.0,0
23520.0,918.7
23580.0,0
23640.0,1734.023
23700.0,0
23760.0,1645.043
23820.0,0
23880.0,0
23940.0,2022.452
24000.0,1173.798
24060.0,0
24120.0,0
24180.0,0
24240.0,571.723
24300.0,0
24360.0,0
24420.0,0
24480.0,0
