time,total_cab_power
0.0,6611.63
60.0,9303.95
120.0,9850.728
180.0,6216.999
240.0,5945.355
300.0,6433.99
360.0,5714.456
420.0,9712.061
480.0,6150.804
540.0,9734.603
600.0,7143.66
660.0,9148.797
720.0,8480.036
780.0,10364.788
840.0,8298.362
900.0,9785.587
960.0,8281.881
1020.0,8978.132
1080.0,5953.317
1140.0,9840.952
1200.0,6466.743
1260.0,7649.917
1320.0,9149.854
1380.0,7908.098
1440.0,6624.746
1500.0,6133.249
1560.0,7439.322
1620.0,7876.995
1680.0,7018.599
1740.0,9600.951
1800.0,8879.801
1860.0,5965.645
1920.0,7699.649
1980.0,6136.909
2040.0,8371.15
2100.0,8200.562
2160.0,7766.241
2220.0,6192.822
2280.0,5725.877
2340.0,6548.573
2400.0,5822.418
2460.0,8869.056
2520.0,9329.568
2580.0,7234.473
2640.0,9142.505
2700.0,6773.266
2760.0,7884.724
2820.0,7540.964
2880.0,7280.169
2940.0,6541.751
3000.0,8199.675
3060.0,10319.303
3120.0,7092.3
3180.0,9791.971
3240.0,7711.566
3300.0,8492.713
3360.0,5513.376
3420.0,9065.063
3480.0,8055.292
3540.0,10227.132
3600.0,9185.214
3660.0,5895.427
3720.0,8114.572
3780.0,7726.007
3840.0,6192.371
3900.0,7733.915
3960.0,7327.661
4020.0,7077.315
4080.0,9277.336
4140.0,10357.35
4200.0,10346.948
4260.0,7658.987
4320.0,8697.876
4380.0,10058.802
4440.0,10274.435
4500.0,7028.03
4560.0,7568.096
4620.0,7764.317
4680.0,8228.991
4740.0,8268.034
4800.0,5785.364
4860.0,10264.918
4920.0,6957.856
4980.0,7291.075
5040.0,9754.279
5100.0,9051.727
5160.0,6548.309
5220.0,9239.185
5280.0,6528.779
5340.0,6428.985
5400.0,7058.063
5460.0,10044.978
5520.0,8930.298
5580.0,6055.096
5640.0,6603.823
5700.0,5610.547
5760.0,7383.261
5820.0,5781.514
5880.0,9662.799
5940.0,5536.964
6000.0,10324.195
6060.0,7072.437
6120.0,9207.153
6180.0,7083.172
6240.0,5327.623
6300.0,8336.114
6360.0,6624.299
6420.0,6872.955
6480.0,8670.813
6540.0,6703.595
6600.0,10167.054
6660.0,9202.808
6720.0,10239.262
6780.0,5526.418
6840.0,6924.161
6900.0,7614.887
6960.0,8857.344
7020.0,8802.515
7080.0,7339.994
7140.0,8042.989
7200.0,5556.4
7260.0,8217.725
7320.0,5654.842
7380.0,9539.529
7440.0,7315.587
7500.0,8799.393
7560.0,8114.455
7620.0,8306.114
7680.0,6506.903
7740.0,5582.58
7800.0,8964.489
7860.0,6041.371
7920.0,8486.686
7980.0,8663.161
8040.0,7096.357
8100.0,7128.424
8160.0,7250.372
8220.0,5790.954
8280.0,8299.819
8340.0,6121.327
8400.0,8779.703
8460.0,5627.996
8520.0,6149.792
8580.0,7515.882
8640.0,8559.533
8700.0,9753.82
8760.0,7876.487
8820.0,9500.606
8880.0,8573.028
8940.0,7914.549
9000.0,8813.299
9060.0,6162.668
9120.0,7296.658
9180.0,10062.711
9240.0,5401.91
9300.0,8512.263
